(Intercept)	prev_surprisal	prev2_surprisal	prev3_surprisal	word_len	freq	prev_freq	prev_word_len	prev2_freq	prev2_word_len	prev3_freq	prev3_word_len	word_len:freq	prev_freq:prev_word_len	prev2_freq:prev2_word_len	prev3_freq:prev3_word_len
1	291.248237222976	1.78298649284037	1.05668490956214	0.811788809863687	1.84941090336274	-0.0744566258944246	-0.0668210435928195	0.98379915682749	0.0719833055621367	0.423471654717306	-0.199139571612324	-0.0578865468182206	0.186028187689797	0.0440526451786869	8.14725681637481e-05	0.0306604700636049
2	290.630475432504	1.70198662657451	1.0705345830105	0.789748152363078	2.12572203171383	0.209999087246925	-0.0854611121379236	0.826257889228181	0.0537428962158601	0.166234782683011	-0.19753312893847	0.0184756802713527	0.137518593593649	0.0569675627670592	0.0205369576212958	0.028410989991827
3	290.397807450896	1.76606733836511	1.08958885653432	0.79785491649319	2.22761516022068	0.349409636374885	-0.0941108965224664	0.849536499440582	-0.00105325683437468	0.0460462187478651	-0.251237288641662	-0.0509215895754323	0.124327632303567	0.0562195714969437	0.0320620681712939	0.03474602689696
4	291.229067770092	1.66225954948215	1.14201144642666	0.796485229968903	1.9094644649503	0.28265251187939	-0.165156553538917	0.946919291454169	-0.0803465840219079	0.0892115997015413	-0.170486650263978	0.0624379535069091	0.151727530090838	0.0552169911549566	0.0337910987645737	0.0247255505734578
5	291.680447742266	1.76514074944448	1.04938098814186	0.883174061595115	2.12256924806458	0.159404769318412	-0.138803827900382	0.914986167308635	0.0119777974840685	0.226697239292024	-0.279683820373023	-0.1401130463184	0.14364809491365	0.0557864559192449	0.0184284308949956	0.0369826878807242
6	290.836511924521	1.7435935676001	1.06602124346688	0.778053930396218	2.25419563925069	0.281563059732661	-0.069605936602239	0.773786582782467	-0.0127476185268462	0.285930085318312	-0.269007881751519	-0.0831153629157541	0.126765851557623	0.0544602856078531	0.0218331578302495	0.0371527661160339
7	290.353385068972	1.73931414196523	1.10045630147203	0.849042355601756	2.08454692945281	0.218483289815162	-0.00870896869879929	0.914486203763906	-0.0205075532348811	0.300715796222075	-0.253991637570321	-0.0717035849302319	0.139754603337633	0.0466962193163032	0.0205668201716371	0.0345586960485695
8	289.839631378301	1.76100788628304	1.09258625423975	0.78841732516829	2.27354503998104	0.242286800679291	-0.121546560159555	0.77930988133713	0.0643948449421719	0.312442015760656	-0.197154455766114	-0.0180890488203907	0.128678771675406	0.0603979730578484	0.0131642828415169	0.0302235002529453
9	290.922854028175	1.75582305974638	1.0402292100752	0.788369061514023	1.96584307638689	0.240703127835075	-0.0397987811205677	0.798222641366218	0.0152395817604839	0.37499570002385	-0.241051819217966	-0.0572901166953587	0.148092988517078	0.0505379115097659	0.0131124479763327	0.0281551912170701
10	290.375412719519	1.72872420087863	1.01106820054343	0.781801353104822	2.24503594707746	0.177443784552833	-0.0259563141887233	0.934643592803948	0.0246382044824394	0.197755069896328	-0.165382345035172	-0.124564016620987	0.137525747330177	0.048915618716468	0.0243272184279783	0.0228168423324399
